83.0,1.000000
83.3,1.000000
83.6,1.000000
83.9,1.000000
84.2,1.000000
84.5,1.000000
84.8,1.000000
85.1,1.000000
85.4,1.000000
85.7,1.000000
86.0,1.000000
86.3,1.000000
86.6,1.000000
86.9,1.000000
87.2,1.000000
87.5,1.000000
87.8,1.000000
88.1,1.000000
88.4,1.000000
88.7,1.000000
89.0,1.000000
89.3,1.000000
89.6,1.000000
89.9,1.000000
90.2,1.000000
90.5,1.000000
90.8,1.000000
91.1,1.000000
91.4,1.000000
91.7,1.000000
92.0,1.000000
92.3,1.000000
92.6,1.000000
92.9,1.000000
93.2,1.000000
93.5,1.000000
93.8,1.000000
94.1,1.000000
94.4,1.000000
94.7,1.000000
95.0,1.000000
95.3,1.000000
95.6,1.000000
95.9,1.000000
96.2,1.000000
96.5,1.000000
96.8,1.000000
97.1,1.000000
97.4,1.000000
97.7,1.000000
98.0,1.000000
98.3,1.000000
98.6,1.000000
98.9,1.000000
99.2,1.000000
99.5,1.000000
99.8,1.000000
100.1,1.000000
100.4,1.000000
